home,ratings,bedrooms,beds,baths,house_type,city
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.50,1.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,nan,nan,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.90,2.0,4.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.67,1.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.57,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.71,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.88,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,5.0,1.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,4.81,1.0,1.0,['1.5'],Rental unit,Austin 
Rental unit in Austin ,4.67,nan,3.0,['1'],Rental unit,Austin 
Home in Austin ,New,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,6.0,6.0,['3'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1.5'],Home,Austin 
Rental unit in Austin ,,3.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.75,4.0,7.0,['3.5'],Home,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Condo in Austin ,4.60,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.67,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.96,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.67,1.0,1.0,0.5,Home,Austin 
Guesthouse in Austin ,5.0,1.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,4.97,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,4.0,5.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['3'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.91,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,5.0,['2'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,4.0,['3'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['3'],Home,Austin 
Condo in Austin ,,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,,3.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.91,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.65,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,4.83,3.0,3.0,['2'],Home,Austin 
Hotel in Austin ,,2.0,3.0,['1.5'],Hotel,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,,2.0,3.0,['2'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.74,4.0,5.0,['2'],Rental unit,Austin 
Townhouse in Austin ,,3.0,3.0,['3.5'],Townhouse,Austin 
Rental unit in Austin ,4.93,5.0,6.0,['4'],Rental unit,Austin 
Home in Austin ,New,3.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,6.0,1.0,['6'],Home,Austin 
Tiny home in Austin ,4.98,1.0,2.0,['1'],Tiny home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.93,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,5.0,5.0,['3'],Home,Austin 
Home in Austin ,4.91,4.0,8.0,['3'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,4.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.25,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,5.0,2.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.60,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,New,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,nan,['0'],Rental unit,Austin 
Home in Austin ,,2.0,4.0,['2'],Home,Austin 
Home in Austin ,,4.0,7.0,['5'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.92,4.0,5.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.91,1.0,2.0,['1'],Rental unit,Austin 
Hotel in Austin ,,1.0,2.0,['1'],Hotel,Austin 
Hotel in Austin ,,nan,2.0,0.5,Hotel,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.95,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.91,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,,nan,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.98,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['2'],Home,Austin 
Home in Austin ,4.92,5.0,5.0,['5'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.72,1.0,1.0,['1.5'],Home,Austin 
Tiny home in Austin ,5.0,1.0,1.0,['1'],Tiny home,Austin 
Home in Austin ,4.94,5.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.75,4.0,6.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Hotel in Austin ,,1.0,2.0,['1'],Hotel,Austin 
Loft in Austin ,5.0,1.0,1.0,['1'],Loft,Austin 
Place to stay in Austin ,4.90,3.0,5.0,['2'],Place to stay,Austin 
Home in Austin ,4.75,5.0,8.0,['4'],Home,Austin 
Home in Austin ,4.83,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.71,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.69,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,3.0,['1'],Home,Austin 
Home in Austin ,,3.0,3.0,['3'],Home,Austin 
Home in Austin ,4.67,5.0,5.0,['3.5'],Home,Austin 
Home in Austin ,New,2.0,2.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.81,2.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.75,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,nan,2.0,['1'],Rental unit,Austin 
Tiny home in Austin ,5.0,1.0,2.0,['1'],Tiny home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.91,4.0,5.0,['4'],Rental unit,Austin 
Rental unit in Austin ,4.87,4.0,5.0,['4'],Rental unit,Austin 
Rental unit in Austin ,5.0,4.0,5.0,['4'],Rental unit,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.75,4.0,8.0,['3'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['2.5'],Home,Austin 
Bus in Austin ,4.65,1.0,2.0,['1'],Bus,Austin 
Bus in Austin ,4.67,1.0,4.0,['1'],Bus,Austin 
Home in Austin ,4.87,2.0,2.0,['2'],Home,Austin 
Home in Austin ,,3.0,5.0,['2.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1.5'],Rental unit,Austin 
Rental unit in Austin ,4.87,1.0,1.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,5.0,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Guesthouse in Austin ,5.0,2.0,2.0,['2'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.50,4.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.75,4.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,0.5,Home,Austin 
Campsite in Austin ,New,nan,nan,['0'],Campsite,Austin 
Rental unit in Austin ,4.93,1.0,3.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.95,nan,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.45,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.23,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.45,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,6.0,6.0,['6'],Home,Austin 
Rental unit in Austin ,4.73,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.76,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Camper/RV in Austin ,4.56,1.0,1.0,['1'],Camper/RV,Austin 
Home in Austin ,5.0,5.0,6.0,['4'],Home,Austin 
Home in Austin ,5.0,3.0,5.0,['2'],Home,Austin 
Townhouse in Austin ,5.0,1.0,1.0,['1.5'],Townhouse,Austin 
Tiny home in Austin ,5.0,1.0,1.0,['0'],Tiny home,Austin 
Home in Austin ,,4.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.97,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.80,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.85,2.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,3.0,2.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.86,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in West Lake Hills ,4.80,2.0,2.0,['1.5'],Rental unit,West Lake Hills 
Home in Austin ,4.90,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,5.0,8.0,['3.5'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.0,3.0,4.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.68,4.0,8.0,['2'],Home,Austin 
Condo in Austin ,,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,,3.0,6.0,['1.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,,5.0,1.0,0.5,Rental unit,Austin 
Resort in Austin ,,1.0,2.0,['1'],Resort,Austin 
Home in Austin ,New,3.0,2.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.94,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,7.0,9.0,['4'],Home,Austin 
Guest suite in Austin ,5.0,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,4.92,4.0,6.0,['4'],Home,Austin 
Rental unit in Austin ,,3.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.40,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Camper/RV in Austin ,,1.0,1.0,[],Camper/RV,Austin 
Tiny home in Austin ,,1.0,2.0,['1'],Tiny home,Austin 
Rental unit in Austin ,4.65,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.77,2.0,2.0,['2'],Home,Austin 
Guesthouse in Austin ,4.71,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Guesthouse in Austin ,5.0,1.0,2.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.74,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.85,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.78,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.93,4.0,8.0,['4'],Home,Austin 
Rental unit in Austin ,4.82,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,5.0,7.0,['4'],Home,Austin 
Rental unit in Austin ,4.50,1.0,1.0,['2'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,4.0,5.0,['3.5'],Home,Austin 
Rental unit in Austin ,4.75,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.43,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.20,2.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.54,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.47,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.22,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,4.79,4.0,4.0,['0'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,4.72,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.86,3.0,3.0,['2'],Home,Austin 
Home in The Hills ,,3.0,3.0,['4'],Home,The Hills 
Guesthouse in Austin ,,2.0,2.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,1.0,2.0,0.5,Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,4.93,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.57,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,,1.0,1.0,['1.5'],Condo,Austin 
Guest suite in Austin ,4.91,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.92,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.88,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.94,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Condo in Austin ,5.0,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.94,3.0,5.0,['2.5'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.88,3.0,6.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.81,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.79,2.0,2.0,['1.5'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Cabin in Austin ,,1.0,1.0,['1'],Cabin,Austin 
Home in Austin ,5.0,5.0,6.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,1.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.61,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.0,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.67,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.45,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.79,nan,3.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,,3.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,5.0,5.0,['3'],Home,Austin 
Home in Austin ,,3.0,2.0,['2'],Home,Austin 
Home in Austin ,4.97,4.0,7.0,['4.5'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,,3.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.35,2.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,,4.0,4.0,['3.5'],Home,Austin 
Home in Austin ,4.89,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,3.0,3.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['3.5'],Home,Austin 
Rental unit in Austin ,4.78,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.50,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,4.95,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2.5'],Home,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.90,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['1.5'],Home,Austin 
Rental unit in Austin ,4.40,2.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.0,2.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,3.83,1.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.69,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.69,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.60,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.71,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.75,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,2.0,['1'],Home,Austin 
Hotel in Austin ,,nan,2.0,0.5,Hotel,Austin 
Home in Austin ,4.65,4.0,7.0,['3'],Home,Austin 
Guest suite in Austin ,5.0,1.0,1.0,['1'],Guest suite,Austin 
Condo in Austin ,4.89,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.82,4.0,8.0,['3.5'],Home,Austin 
Condo in Austin ,4.82,2.0,2.0,['2.5'],Condo,Austin 
Home in Austin ,,4.0,5.0,['2'],Home,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.22,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,4.85,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.77,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.13,4.0,4.0,['3.5'],Home,Austin 
Home in Austin ,4.86,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.73,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,New,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,4.0,5.0,['3'],Home,Austin 
Home in Austin ,4.89,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.90,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.88,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.93,1.0,2.0,['1'],Townhouse,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Camper/RV in Austin ,5.0,1.0,2.0,['1'],Camper/RV,Austin 
Rental unit in Austin ,4.33,2.0,2.0,['2'],Rental unit,Austin 
Condo in Austin ,,2.0,2.0,['2'],Condo,Austin 
Condo in Austin ,4.63,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.86,2.0,2.0,['1'],Home,Austin 
Home in Sunset Valley ,5.0,4.0,5.0,['3'],Home,Sunset Valley 
Home in Austin ,4.83,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.79,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,5.0,1.0,1.0,['1.5'],Condo,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Condo in Austin ,5.0,2.0,2.0,['1.5'],Condo,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.86,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.92,3.0,3.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Guest suite in Austin ,4.97,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.92,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,5.0,7.0,9.0,['5.5'],Home,Austin 
Home in Austin ,4.86,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,4.0,3.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,6.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.38,1.0,1.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['3.5'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.43,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Camper/RV in Austin ,5.0,1.0,3.0,['1'],Camper/RV,Austin 
Hotel in Austin ,,1.0,4.0,['1'],Hotel,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.84,3.0,4.0,['1'],Home,Austin 
Rental unit in Austin ,4.82,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.86,1.0,2.0,['1'],Rental unit,Austin 
Home in Pflugerville ,5.0,1.0,1.0,['1'],Home,Pflugerville 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
